sample_id,stratum,title,author,year,isbn,gr_book_id,gr_work_id,gr_title,gr_author,gr_year,gr_ratings,resolve_method,resolve_confidence,resolve_notes,pages_fetched,quotes_raw,quotes_dedup,fetched_at
top1998:2118,top1998,HARRY POTTER AND THE SORCERER'S STONE,J. K. Rowling,1998,0590353403,42844155,4640799,Harry Potter and the Sorcerer's Stone,J.K. Rowling,1997,11750511,isbn,high,,1,27,26,2026-08-11T13:04:44
top1998:6028,top1998,THE POISONWOOD BIBLE,Barbara Kingsolver,1998,0060175400,7244,810663,The Poisonwood Bible,Barbara Kingsolver,1998,810018,isbn,high,,3,88,75,2026-08-11T13:06:19
top1998:2975,top1998,MESSAGE IN A BOTTLE,Nicholas Sparks,1998,0446523569,3478,1622450,Message in a Bottle,Nicholas Sparks,1998,250661,isbn,high,,3,80,58,2026-08-11T13:09:25
top1998:6419,top1998,THE STREET LAWYER,John Grisham,1998,,1916023,1040524,The Street Lawyer,John Grisham,1998,125105,title_author,high,,1,22,21,2026-08-11T13:10:58
top1998:3707,top1998,RAINBOW SIX,Tom Clancy,1998,0399143904,5720,5054705,Rainbow Six,Tom Clancy,1998,59353,isbn,high,,1,21,20,2026-08-11T13:11:45
top1999:2116,top1999,HARRY POTTER AND THE CHAMBER OF SECRETS,J. K. Rowling,1999,0439064864,15881,6231171,Harry Potter and the Chamber of Secrets,J.K. Rowling,1998,4646043,isbn,high,,2,58,48,2026-08-11T13:15:00
top1999:2117,top1999,HARRY POTTER AND THE PRISONER OF AZKABAN,J. K. Rowling,1999,9780439136358,5,2402163,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,1999,5011754,isbn,high,,1,29,28,2026-08-11T13:15:47
top1999:6488,top1999,THE TESTAMENT,John Grisham,1999,,5348,2777175,The Testament,John Grisham,1999,129557,title_author,high,,1,18,13,2026-08-11T13:16:34
top1999:4450,top1999,TARA ROAD,Maeve Binchy,1999,0385333951,5196,2485770,Tara Road,Maeve Binchy,1998,83505,isbn,high,,1,14,12,2026-08-11T13:18:07
top1999:271,top1999,A WALK TO REMEMBER,Nicholas Sparks,1999,0446525537,35545737,3143497,A Walk to Remember,Nicholas Sparks,1999,853788,isbn,high,,2,59,50,2026-08-11T13:19:41
top2000:4719,top2000,THE BRETHREN,John Grisham,2000,0385497482,5354,1854517,The Brethren,John Grisham,2000,102931,isbn,high,,1,4,4,2026-08-11T13:21:23
top2000:3638,top2000,PRODIGAL SUMMER,Barbara Kingsolver,2000,0060199652,14249,718772,Prodigal Summer,Barbara Kingsolver,2000,134073,isbn,high,,2,59,47,2026-08-11T13:23:42
top2000:4603,top2000,THE BEAR AND THE DRAGON,Tom Clancy,2000,039914563X,19687,17028926,The Bear and the Dragon,Tom Clancy,2000,32604,isbn,high,,1,27,24,2026-08-11T13:24:29
top2000:5766,top2000,THE MARK,Tim LaHaye and Jerry B. Jenkins,2000,,134314682,122832,The Mark: The Beast Rules the World,By Tim LaHaye and Jerry B. Jenkins,2000,31765,title_author,high,,1,3,3,2026-08-11T13:26:02
top2000:5469,top2000,THE INDWELLING,Tim LaHaye and Jerry B. Jenkins,2000,,126199691,709790,The Indwelling (The Beast Takes Possession) by Tim Lahaye & Jerry B. Jenkins Hardback 2000,Tim LaHaye,2000,32151,title_author,high,,1,1,1,2026-08-11T13:27:36
top2001:4136,top2001,SKIPPING CHRISTMAS,John Grisham,2001,0385505833,5357,1588709,Skipping Christmas,John Grisham,2001,92311,isbn,high,,1,7,7,2026-08-11T13:29:09
top2001:4889,top2001,THE CORRECTIONS,Jonathan Franzen,2001,0374129983,3805,941200,The Corrections,Jonathan Franzen,2001,202876,isbn,high,,3,89,76,2026-08-11T13:34:42
top2001:182,top2001,A PAINTED HOUSE,John Grisham,2001,038550120X,5360,1125216,A Painted House,John Grisham,2001,105568,isbn,high,,1,23,21,2026-08-11T13:52:00
top2001:2511,top2001,JOURNEY THROUGH HEARTSONGS,Mattie J. T. Stepanek,2001,0786869429,572762,559779,Journey Through Heartsongs,Mattie J.T. Stepanek,2001,509,isbn,high,,1,1,1,2026-08-11T14:09:41
top2001:51,top2001,A BEND IN THE ROAD,Nicholas Sparks,2001,0446527785,3463,1498124,A Bend in the Road,Nicholas Sparks,2001,171175,isbn,high,,2,32,30,2026-08-11T14:12:02
top2002:5722,top2002,THE LOVELY BONES,Alice Sebold,2002,0316666343,12232938,1145090,The Lovely Bones,Alice Sebold,2002,2485418,isbn,high,,1,29,26,2026-08-11T14:27:59
top2002:5854,top2002,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,2002,,228333,221139,The Nanny Diaries,Emma McLaughlin,2002,391458,title_author,high,,1,7,5,2026-08-11T14:29:31
top2002:6436,top2002,THE SUMMONS,John Grisham,2002,,5352,270452,The Summons,John Grisham,2002,85669,title_author,high,,1,4,4,2026-08-11T14:31:51
top2002:3738,top2002,RED RABBIT,Tom Clancy,2002,0399148701,19707,5054714,Red Rabbit,Tom Clancy,2002,35413,isbn,high,,1,24,23,2026-08-11T14:33:23
top2002:3606,top2002,PREY,Michael Crichton,2002,0066214122,83763,1258566,Prey,Michael Crichton,2002,188637,isbn,high,,1,28,22,2026-08-11T14:39:29
top2003:4918,top2003,THE DA VINCI CODE,Dan Brown,2003,9780385504201,55019161,2982101,The Da Vinci Code,Dan Brown,2003,2575480,isbn,high,,1,25,23,2026-08-11T14:44:50
top2003:5159,top2003,THE FIVE PEOPLE YOU MEET IN HEAVEN,Mitch Albom,2003,0786868716,3431,2561472,The Five People You Meet in Heaven,Mitch Albom,2003,830677,isbn,high,,1,29,21,2026-08-11T14:46:25
top2003:4969,top2003,THE DEVIL WEARS PRADA,Lauren Weisberger,2003,038550926X,5139,38765,The Devil Wears Prada,Lauren Weisberger,2003,950085,isbn,high,,1,28,23,2026-08-11T14:47:59
top2003:5543,top2003,THE KING OF TORTS,John Grisham,2003,0385508042,5356,3137817,The King of Torts,John Grisham,2003,92328,isbn,high,,1,7,7,2026-08-11T15:01:04
top2003:730,top2003,BLEACHERS,John Grisham,2003,,2200789,6365798,Bleachers,John Grisham,2003,47707,title_author,high,,1,7,7,2026-08-11T15:09:40
top2004:462,top2004,ANGELS & DEMONS,Dan Brown,2004,,960,3338963,Angels & Demons,Dan Brown,2000,3451061,title_author,medium,year_off(2000vs2004),1,29,23,2026-08-11T15:11:14
top2004:6172,top2004,THE RULE OF FOUR,Ian Caldwell and Dustin Thomason,2004,0743529731,18431,3805,The Rule of Four,Ian Caldwell,2004,38920,isbn,high,,1,28,20,2026-08-11T15:12:49
top2004:6024,top2004,THE PLOT AGAINST AMERICA,Philip Roth,2004,0618509283,703,911456,The Plot Against America,Philip Roth,2004,71416,isbn,high,,3,88,70,2026-08-11T15:15:08
top2004:5593,top2004,THE LAST JUROR,John Grisham,2004,0385510438,5346,1022242,The Last Juror,John Grisham,2004,111405,isbn,high,,1,12,12,2026-08-11T15:16:42
top2004:2311,top2004,I AM CHARLOTTE SIMMONS,Tom Wolfe,2004,0374281580,231,1005335,I Am Charlotte Simmons,Tom Wolfe,2004,28632,isbn,high,,1,13,11,2026-08-11T15:17:29
top2005:5789,top2005,THE MERMAID CHAIR,Sue Monk Kidd,2005,0670033944,6976,1408375,The Mermaid Chair,Sue Monk Kidd,2004,90919,isbn,high,,2,52,39,2026-08-11T15:17:29
top2005:5395,top2005,THE HISTORIAN,Elizabeth Kostova,2005,9780316011778,30236962,3061272,The Historian,Elizabeth Kostova,2005,280541,isbn,high,,1,29,27,2026-08-11T15:17:29
top2005:535,top2005,AT FIRST SIGHT,Nicholas Sparks,2005,0446578770,15924,1498113,At First Sight,Nicholas Sparks,2006,102504,isbn,high,,1,22,16,2026-08-11T15:17:29
top2005:6982,top2005,TRUE BELIEVER,Nicholas Sparks,2005,,131219160,1625592,True Believer by Nicholas Sparks,Nicholas Sparks,2003,106571,title_author,high,,2,48,37,2026-08-11T15:17:29
top2005:2917,top2005,"MARY, MARY",James Patterson,2005,031615976X,84736,3267280,"Mary, Mary",James Patterson,2005,63034,isbn,high,,1,4,4,2026-08-11T15:17:29
top2006:1882,top2006,FOR ONE MORE DAY,Mitch Albom,2006,1401303277,10929,3125926,For One More Day,Mitch Albom,2006,166709,isbn,high,,1,29,25,2026-08-11T15:19:02
top2006:1196,top2006,CROSS,James Patterson,2006,0316159794,13128,3295810,Cross,James Patterson,2006,74215,isbn,high,,1,8,6,2026-08-11T15:19:50
top2006:610,top2006,BEACH ROAD,James Patterson and Peter de Jonge,2006,,85733,3373979,Beach Road,James Patterson,2006,39201,title_author,high,,1,1,1,2026-08-11T16:13:54
top2006:5615,top2006,THE LAST TEMPLAR,Raymond Khoury,2006,9780525949411,46438,143448,The Last Templar,Raymond Khoury,2005,46362,isbn,high,,1,16,12,2026-08-11T16:15:28
top2006:2096,top2006,HANNIBAL RISING,Thomas Harris,2006,9780385339414,32416,46673,Hannibal Rising,Thomas Harris,2006,55509,isbn,high,,1,27,22,2026-08-11T16:17:00
top2007:257,top2007,A THOUSAND SPLENDID SUNS,Khaled Hosseini,2007,9781594489501,128029,3271379,A Thousand Splendid Suns,Khaled Hosseini,2007,1806039,isbn,high,,1,29,25,2026-08-11T16:17:47
top2007:7365,top2007,WORLD WITHOUT END,Ken Follett,2007,,132577657,2845518,World Without End by Ken Follett,Ken Follett,2007,283276,title_author,high,,2,58,43,2026-08-11T16:30:43
top2007:3537,top2007,PLAYING FOR PIZZA,John Grisham,2007,9780385525008,1205297,3090264,Playing for Pizza,John Grisham,2007,58413,isbn,high,,1,7,5,2026-08-11T16:32:17
top2007:4825,top2007,THE CHOICE,Nicholas Sparks,2007,9780446579926,25402194,2416287,The Choice,Nicholas Sparks,2007,200101,isbn,high,,1,29,26,2026-08-11T16:33:51
top2007:3247,top2007,NINETEEN MINUTES,Jodi Picoult,2007,9780743496728,14866,3375915,Nineteen Minutes,Jodi Picoult,2007,435606,isbn,high,,4,120,104,2026-08-11T16:36:56
top2008:5415,top2008,THE HOST,Stephenie Meyer,2008,9780316068048,1656001,3328799,The Host,Stephenie Meyer,2008,1057495,isbn,high,,1,26,23,2026-08-11T16:37:43
top2008:6406,top2008,THE STORY OF EDGAR SAWTELLE,David Wroblewski,2008,,2731276,2168242,The Story of Edgar Sawtelle,David Wroblewski,2008,107230,title_author,high,,2,50,36,2026-08-11T16:40:49
top2008:5343,top2008,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2008,9780385340991,39832183,2754161,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,2008,828311,isbn,high,,1,29,26,2026-08-11T16:42:22
top2008:4560,top2008,THE APPEAL,John Grisham,2008,9780385515047,1248179,2934427,The Appeal,John Grisham,2008,64297,isbn,high,,1,14,10,2026-08-11T16:43:09
top2008:5727,top2008,THE LUCKY ONE,Nicholas Sparks,2008,9780446579933,3063499,3094402,The Lucky One,Nicholas Sparks,2008,378278,isbn,high,,3,93,67,2026-08-11T16:46:15
top2009:5381,top2009,THE HELP,Kathryn Stockett,2009,9780399155345,4667024,4717423,The Help,Kathryn Stockett,2009,3085587,isbn,high,,2,59,54,2026-08-11T16:50:50
top2009:5709,top2009,THE LOST SYMBOL,Dan Brown,2009,9780385504225,6411961,6600281,The Lost Symbol,Dan Brown,2009,671357,isbn,high,,1,28,23,2026-08-11T16:51:36
top2009:1323,top2009,DEAD AND GONE,Charlaine Harris,2009,9780441017157,5161066,5228078,Dead and Gone,Charlaine Harris,2009,196544,isbn,high,,2,56,48,2026-08-11T16:53:57
top2009:5611,top2009,THE LAST SONG,Nicholas Sparks,2009,9780446547567,6400090,6588800,The Last Song,Nicholas Sparks,2009,576489,isbn,high,,4,119,94,2026-08-11T16:57:03
top2009:5257,top2009,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,2009,9780307269980,5060378,6976108,The Girl Who Played with Fire,Stieg Larsson,2006,1002730,isbn,high,,1,26,25,2026-08-11T16:57:49
top2010:5254,top2010,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,2010,,6892870,12883496,The Girl Who Kicked the Hornet’s Nest,Stieg Larsson,2007,787488,title_author,high,,2,59,50,2026-08-11T17:00:09
top2010:1923,top2010,FREEDOM,Jonathan Franzen,2010,9780374158460,7905092,9585796,Freedom,Jonathan Franzen,2010,177379,isbn,high,,1,29,27,2026-08-11T17:19:41
top2010:4878,top2010,THE CONFESSION,John Grisham,2010,9780385528047,7933437,11286470,The Confession,John Grisham,2010,81874,isbn,high,,1,19,13,2026-08-11T17:22:51
top2010:3859,top2010,ROOM,Emma Donoghue,2010,9780316098335,31685789,9585076,Room,Emma Donoghue,2010,847468,isbn,high,,1,28,26,2026-08-11T17:23:37
top2010:3901,top2010,SAFE HAVEN,Nicholas Sparks,2010,9780446547598,40603730,10829530,Safe Haven,Nicholas Sparks,2010,406378,isbn,high,,2,59,49,2026-08-11T17:25:11
top2011:81,top2011,A DANCE WITH DRAGONS,George R. R. Martin,2011,,10664113,2936175,A Dance with Dragons,George R.R. Martin,2011,753441,title_author,high,,3,89,79,2026-08-11T17:33:35
top2011:5973,top2011,THE PARIS WIFE,Paula McLain,2011,9780345521309,8683812,13556031,The Paris Wife,Paula McLain,2011,307816,isbn,high,,4,120,100,2026-08-11T17:36:40
top2011:15,top2011,11/22/63,Stephen King,2011,9781451627282,10644930,15553789,11/22/63,Stephen King,2011,699830,isbn,high,,1,26,24,2026-08-11T17:42:46
top2011:4618,top2011,THE BEST OF ME,Nicholas Sparks,2011,9780446547659,10766509,15677976,The Best of Me,Nicholas Sparks,2010,198058,isbn,high,,4,113,73,2026-08-11T17:45:52
top2011:5670,top2011,THE LITIGATORS,John Grisham,2011,9780385535137,11600163,16542344,The Litigators,John Grisham,2011,86568,isbn,high,,1,29,26,2026-08-11T17:47:26
top2012:2023,top2012,GONE GIRL,Gillian Flynn,2012,9780307588364,19288043,13306276,Gone Girl,Gillian Flynn,2012,3541267,isbn,high,,4,120,93,2026-08-11T17:49:46
top2012:6093,top2012,THE RACKETEER,John Grisham,2012,9780385535144,13573236,19153727,The Racketeer,John Grisham,2012,120324,isbn,high,,1,29,27,2026-08-11T17:51:20
top2012:4772,top2012,THE CASUAL VACANCY,J. K. Rowling,2012,9780316228534,13497818,19926990,The Casual Vacancy,J.K. Rowling,2012,339089,isbn,high,,2,59,53,2026-08-11T17:53:41
top2012:6524,top2012,THE TIME KEEPER,Mitch Albom,2012,,144504293,19426990,The Time Keeper by Mitch Albom,Mitch Albom,2012,125913,title_author,high,,2,59,46,2026-08-11T18:09:42
top2012:901,top2012,CALICO JOE,John Grisham,2012,,136826368,18245549,Calico Joe by John Grisham (3-Jan-2013) Paperback,John Grisham,2012,51169,title_author,high,,1,7,5,2026-08-11T18:22:28
top2013:5300,top2013,THE GOLDFINCH,Donna Tartt,2013,9780316055437,17333223,24065147,The Goldfinch,Donna Tartt,2013,1077397,isbn,high,,4,120,88,2026-08-11T18:29:21
top2013:2418,top2013,INFERNO,Dan Brown,2013,9780385537858,17212231,23841765,Inferno,Dan Brown,2013,608099,isbn,high,,1,29,25,2026-08-11T18:30:55
top2013:5452,top2013,THE HUSBAND'S SECRET,Liane Moriarty,2013,9780399159343,17802724,23986788,The Husband's Secret,Liane Moriarty,2013,739664,isbn,high,,4,120,97,2026-08-11T18:49:10
top2013:455,top2013,AND THE MOUNTAINS ECHOED,Khaled Hosseini,2013,9781594631764,16115612,21933087,And the Mountains Echoed,Khaled Hosseini,2012,415251,isbn,high,,2,59,56,2026-08-11T19:33:20
top2013:4426,top2013,SYCAMORE ROW,John Grisham,2013,9780385537131,17288661,25046757,Sycamore Row,John Grisham,2013,143465,isbn,high,,2,40,31,2026-08-11T20:03:38
top2014:381,top2014,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,2014,9781476746586,18143977,25491300,All the Light We Cannot See,Anthony Doerr,2014,2058212,isbn,high,,4,120,91,2026-08-11T20:23:23
top2014:5485,top2014,THE INVENTION OF WINGS,Sue Monk Kidd,2014,9780670024780,18079776,25387072,The Invention of Wings,Sue Monk Kidd,2009,338113,isbn,medium,year_off(2009vs2014),4,119,82,2026-08-11T20:25:43
top2014:2048,top2014,GRAY MOUNTAIN,John Grisham,2014,9780385537148,20707959,40030582,Gray Mountain,John Grisham,2014,111510,isbn,high,,3,81,75,2026-08-11T20:34:08
top2014:1609,top2014,EDGE OF ETERNITY,Ken Follett,2014,9780525953098,23190986,25660399,Edge of Eternity,Ken Follett,2014,121680,isbn,high,,2,59,45,2026-08-11T20:38:44
top2014:691,top2014,BIG LITTLE LIES,Liane Moriarty,2014,,33516773,27570886,Big Little Lies,Liane Moriarty,2014,1144482,title_author,high,,1,28,27,2026-08-11T20:41:04
top2015:5895,top2015,THE NIGHTINGALE,Kristin Hannah,2015,9780312577223,21853621,41125521,The Nightingale,Kristin Hannah,2015,2336280,isbn,high,,4,120,83,2026-08-11T20:41:04
top2015:5251,top2015,THE GIRL ON THE TRAIN,Paula Hawkins,2015,9781594633669,22557272,41107568,The Girl on the Train,Paula Hawkins,2015,3371788,isbn,high,,3,88,71,2026-08-11T20:41:04
top2015:2000,top2015,GO SET A WATCHMAN,Harper Lee,2015,9780062409850,24817626,44458285,Go Set a Watchman,Harper Lee,2015,295677,isbn,high,,1,29,29,2026-08-11T20:41:04
top2015:330,top2015,AFTER YOU,Jojo Moyes,2015,9780525426592,27774596,44693518,After You,Jojo Moyes,2015,426699,isbn,high,,3,89,70,2026-08-11T20:41:04
top2015:3851,top2015,ROGUE LAWYER,John Grisham,2015,9780385539432,25387351,45137948,Rogue Lawyer,John Grisham,2015,92946,isbn,high,,2,59,42,2026-08-11T20:41:04
top2016:116,top2016,A GENTLEMAN IN MOSCOW,Amor Towles,2016,9780670026197,34066798,45743836,A Gentleman in Moscow,Amor Towles,2016,699656,isbn,high,,4,120,100,2026-08-11T20:42:46
top2016:6581,top2016,THE UNDERGROUND RAILROAD,Colson Whitehead,2016,,,,,,,0,failed,review,no_candidate,0,0,0,2026-08-11T20:42:46
top2016:4157,top2016,SMALL GREAT THINGS,Jodi Picoult,2016,9780345544957,41021501,45950662,Small Great Things,Jodi Picoult,2016,456852,isbn,high,,1,29,27,2026-08-11T20:42:46
top2016:6678,top2016,THE WHISTLER,John Grisham,2016,,29354916,49477649,The Whistler,John Grisham,2016,155502,title_author,high,,1,26,24,2026-08-11T20:42:46
top2016:7022,top2016,TWO BY TWO,Nicholas Sparks,2016,,40669990,50407655,Two by Two,Nicholas Sparks,2016,107307,title_author,high,,2,51,36,2026-08-11T20:42:46
