sample_id,stratum,title,author,year,isbn,gr_book_id,gr_work_id,gr_title,gr_author,gr_year,gr_ratings,resolve_method,resolve_confidence,resolve_notes,pages_fetched,quotes_raw,quotes_dedup,fetched_at
top2016:3725,top2016,RAZOR GIRL,Carl Hiaasen,2016,9780385349741,28185972,48301883,Razor Girl,Carl Hiaasen,2016,29969,isbn,high,,2,38,38,2026-08-05T13:57:21
top2016:2173,top2016,HERE'S TO US,Elin Hilderbrand,2016,9780316375146,27161845,47201116,Here's to Us,Elin Hilderbrand,2016,71752,isbn,high,,1,9,9,2026-08-05T13:57:21
top2016:6918,top2016,TOM CLANCY: TRUE FAITH AND ALLEGIANCE,Mark Greaney,2016,,,,,,,0,failed,review,no_candidate,0,0,0,2026-08-05T13:57:21
top2016:4812,top2016,THE CHEMIST,Stephanie Meyer,2016,,,,,,,0,failed,review,no_candidate,0,0,0,2026-08-05T13:57:21
top2016:6428,top2016,THE SUMMER BEFORE THE WAR,Helen Simonson,2016,,25776122,45625060,The Summer Before the War,Helen Simonson,2016,45193,title_author,high,,2,45,45,2026-08-05T13:57:21
top2017:640,top2017,BEFORE WE WERE YOURS,Lisa Wingate,2017,,32148570,52786185,Before We Were Yours,Lisa Wingate,2017,754276,title_author,high,,3,47,47,2026-08-05T13:57:21
top2017:2728,top2017,LITTLE FIRES EVERYWHERE,Celeste Ng,2017,9780735224292,34273236,94930152,Little Fires Everywhere,Celeste Ng,2017,1346555,isbn,high,,1,26,26,2026-08-05T13:57:21
top2017:3409,top2017,ORIGIN,Dan Brown,2017,9780385514231,32307358,52935032,Origin,Dan Brown,2017,379288,isbn,high,,2,45,45,2026-08-05T13:57:21
top2017:6161,top2017,THE ROOSTER BAR,John Grisham,2017,9780385541176,34201164,55245348,The Rooster Bar,John Grisham,2017,102185,isbn,high,,1,23,23,2026-08-05T13:57:21
top2017:2441,top2017,INTO THE WATER,Paula Hawkins,2017,9780735211209,33151805,53837721,Into the Water,Paula Hawkins,2017,426408,isbn,high,,2,43,43,2026-08-05T13:57:21
top2017:72,top2017,A COLUMN OF FIRE,Ken Follett,2017,,33571713,50861690,A Column of Fire,Ken Follett,2017,130237,title_author,high,,1,22,22,2026-08-05T13:57:21
top2017:910,top2017,CAMINO ISLAND,John Grisham,2017,,34121119,55155150,Camino Island,John Grisham,2017,168718,title_author,high,,1,17,17,2026-08-05T13:57:21
top2017:3287,top2017,NORSE MYTHOLOGY,Neil Gaiman,2017,9780393609097,37903770,51396954,Norse Mythology,Neil Gaiman,2017,347891,isbn,high,,1,26,26,2026-08-05T13:57:21
top2017:4144,top2017,SLEEPING BEAUTIES,Stephen King and Owen King,2017,,34466922,51153790,Sleeping Beauties,Stephen King,2017,97786,title_author,high,,3,66,66,2026-08-05T13:57:21
top2017:5794,top2017,THE MIDNIGHT LINE,Lee Child,2017,9780399593482,33378951,54120408,The Midnight Line,Lee Child,2017,92235,isbn,high,,1,22,22,2026-08-05T13:57:21
top2017:1636,top2017,END GAME,David Baldacci,2017,9781455586608,34368113,55447683,End Game,David Baldacci,2017,57881,isbn,high,,1,16,16,2026-08-05T13:57:21
top2017:5160,top2017,THE FIX,David Baldacci,2017,9781455586561,31562247,52114850,The Fix,David Baldacci,2017,90307,isbn,high,,1,12,12,2026-08-05T13:57:21
top2017:5994,top2017,THE PEOPLE VS. ALEX CROSS,James Patterson,2017,9780316273909,34522506,55259296,The People vs. Alex Cross,James Patterson,2017,28426,isbn,high,,1,2,2,2026-08-05T13:57:21
top2017:7044,top2017,UNCOMMON TYPE,Tom Hanks,2017,,34389773,55448020,Uncommon Type,Tom Hanks,2017,48266,title_author,high,,1,26,26,2026-08-05T13:57:21
top2017:7027,top2017,TWO KINDS OF TRUTH,Michael Connelly,2017,,34390820,55484655,Two Kinds of Truth,Michael Connelly,2017,74285,title_author,high,,1,19,19,2026-08-05T13:57:21
top2017:513,top2017,ARTEMIS,Andy Weir,2017,9780553448122,34928122,56402016,Artemis,Andy Weir,2017,359424,isbn,high,,3,78,78,2026-08-05T13:57:21
top2017:2719,top2017,LINCOLN IN THE BARDO,George Saunders,2017,9780812995343,29906980,50281866,Lincoln in the Bardo,George Saunders,2017,184041,isbn,high,,3,60,60,2026-08-05T13:57:21
top2017:5258,top2017,THE GIRL WHO TAKES AN EYE FOR AN EYE,David Lagercrantz,2017,9780451494320,32599492,53178961,The Girl Who Takes an Eye for an Eye,David Lagercrantz,2017,86915,isbn,high,,1,24,24,2026-08-05T13:57:21
top2017:5457,top2017,THE IDENTICALS,Elin Hilderbrand,2017,9780316375191,32498122,53827907,The Identicals,Elin Hilderbrand,2017,130795,isbn,high,,1,24,24,2026-08-05T13:57:21
top2017:4108,top2017,"SING, UNBURIED, SING",Jesmyn Ward,2017,9781501126062,32920226,53537916,"Sing, Unburied, Sing",Jesmyn Ward,2017,151725,isbn,high,,3,65,65,2026-08-05T13:57:21
top2017:22,top2017,16TH SEDUCTION,James Patterson and Maxine Paetro,2017,,30079418,50499424,16th Seduction,James Patterson,2017,45355,title_author,high,,1,3,3,2026-08-05T13:57:21
top2017:3189,top2017,NEVER NEVER,James Patterson and Candice Fox,2017,,27993244,47995160,Never Never,James Patterson,2016,23888,title_author,high,,1,3,3,2026-08-05T13:57:21
top2017:4645,top2017,THE BLACK BOOK,James Patterson and David Ellis,2017,,146572667,51277882,The Black Book & David Ellis,James Patterson,2017,44667,title_author,high,,1,9,9,2026-08-05T13:57:21
top2017:5627,top2017,THE LATE SHOW,Michael Connelly,2017,9780316225984,34091380,55105895,The Late Show,Michael Connelly,2017,114261,isbn,high,,1,18,18,2026-08-05T13:57:21
top2017:5810,top2017,THE MISTRESS,Danielle Steel,2017,9780345531117,29974914,50372552,The Mistress: A Novel,Danielle Steel,2017,14504,isbn,high,,1,7,7,2026-08-05T13:57:21
top2017:1527,top2017,DRAGON TEETH,Michael Crichton,2017,9780062473356,31287693,51948646,Dragon Teeth,Michael Crichton,2017,51048,isbn,high,,1,22,22,2026-08-05T13:57:21
top2017:2897,top2017,MANHATTAN BEACH,Jennifer Egan,2017,9781476716732,34467031,55587075,Manhattan Beach,Jennifer Egan,2017,92628,isbn,high,,3,68,68,2026-08-05T13:57:21
top2017:4813,top2017,THE CHEMIST,Stephenie Meyer,2017,9780316387835,32940867,51814255,The Chemist,Stephenie Meyer,2016,104084,isbn,high,,1,23,23,2026-08-05T13:57:21
top2017:137,top2017,A LEGACY OF SPIES,John le Carré,2017,9780735225114,34496624,55619118,A Legacy of Spies,John le Carré,2017,26095,isbn,high,,3,64,64,2026-08-05T13:57:21
top2017:2016,top2017,GOLDEN PREY,John Sandford,2017,9780399184574,31379212,52068093,Golden Prey,John Sandford,2017,26878,isbn,high,,1,8,8,2026-08-05T13:57:21
top2018:7239,top2018,WHERE THE CRAWDADS SING,Delia Owens,2018,,245286238,58589364,Where the Crawdads Sing,Delia Owens,2018,3765650,title_author,high,,1,25,25,2026-08-05T13:57:21
top2018:6729,top2018,THE WOMAN IN THE WINDOW,A.J. Finn,2018,,40389527,52941950,The Woman in the Window,A.J. Finn,2018,910386,title_author,high,,2,53,53,2026-08-05T13:57:21
top2018:1818,top2018,FIRE AND BLOOD,George R.R. Martin,2018,9781524796280,39943621,61841009,Fire & Blood,George R.R. Martin,2018,154534,isbn,high,,1,27,27,2026-08-05T13:57:21
top2018:6105,top2018,THE RECKONING,John Grisham,2018,9780385544153,38389488,60046737,The Reckoning,John Grisham,2018,105497,isbn,high,,1,26,26,2026-08-05T13:57:21
top2018:5322,top2018,THE GREAT ALONE,Kristin Hannah,2018,9780312577230,34912895,56275107,The Great Alone,Kristin Hannah,2018,1326793,isbn,high,,3,79,79,2026-08-05T13:57:21
top2018:5955,top2018,THE OUTSIDER,Stephen King,2018,9781501180989,36124936,57566471,The Outsider,Stephen King,2018,397438,isbn,high,,3,60,60,2026-08-05T13:57:21
top2018:6043,top2018,THE PRESIDENT IS MISSING,Bill Clinton and James Patterson,2018,,35121576,56401872,The President is Missing: The political thriller of the decade,Bill Clinton,2018,130209,title_author,high,,2,38,38,2026-08-05T13:57:21
top2018:1057,top2018,CIRCE,Madeline Miller,2018,9780316556347,35959740,53043399,Circe,Madeline Miller,2018,1440867,isbn,high,,1,27,27,2026-08-05T13:57:21
top2018:1666,top2018,EVERY BREATH,Nicholas Sparks,2018,9781538728529,38212843,59884849,Every Breath,Nicholas Sparks,2018,124594,isbn,high,,2,40,40,2026-08-05T13:57:21
top2018:3244,top2018,NINE PERFECT STRANGERS,Liane Moriarty,2018,9781250069825,39280445,62505329,Nine Perfect Strangers,Liane Moriarty,2018,491609,isbn,high,,3,71,71,2026-08-05T13:57:21
top2018:6779,top2018,THERE THERE,Tommy Orange,2018,,36692478,58040066,There There,Tommy Orange,2018,234321,title_author,high,,2,43,43,2026-08-05T13:57:21
top2018:5104,top2018,THE FALLEN,David Baldacci,2018,9781538761397,36004075,57517787,The Fallen,David Baldacci,2018,80717,isbn,high,,1,11,11,2026-08-05T13:57:21
top2018:5879,top2018,THE NEXT PERSON YOU MEET IN HEAVEN,Mitch Albom,2018,9780062294449,38718233,60297683,The Next Person You Meet in Heaven,Mitch Albom,2018,72336,isbn,high,,3,52,52,2026-08-05T13:57:21
top2018:3473,top2018,PAST TENSE,Lee Child,2018,9780399593512,34019122,55016620,Past Tense,Lee Child,2018,80605,isbn,high,,1,25,25,2026-08-05T13:57:21
top2018:2758,top2018,LONG ROAD TO MERCY,David Baldacci,2018,9781538761571,39088984,60663852,Long Road to Mercy,David Baldacci,2018,84127,isbn,high,,1,22,22,2026-08-05T13:57:21
top2018:430,top2018,AN AMERICAN MARRIAGE,Tayari Jones,2018,9781616208776,33590210,54403192,An American Marriage,Tayari Jones,2018,397930,isbn,high,,3,67,67,2026-08-05T13:57:21
top2018:7224,top2018,WHEN LIFE GIVES YOU LULULEMONS,Lauren Weisberger,2018,,36373647,59202201,When Life Gives You Lululemons,Lauren Weisberger,2018,86010,title_author,high,,1,11,11,2026-08-05T13:57:21
top2018:1620,top2018,ELEVATION,Stephen King,2018,9781982102319,38355410,60021532,Elevation,Stephen King,2018,164865,isbn,high,,1,18,18,2026-08-05T13:57:21
top2018:6700,top2018,THE WIFE BETWEEN US,Greer Hendricks and Sarah Pekkanen,2018,,34189556,55227731,The Wife Between Us,Greer Hendricks,2018,458851,title_author,high,,1,19,19,2026-08-05T13:57:21
top2018:5997,top2018,THE PERFECT COUPLE,Elin Hilderbrand,2018,9780316375269,34840184,56071748,The Perfect Couple,Elin Hilderbrand,2018,276658,isbn,high,,1,23,23,2026-08-05T13:57:21
top2018:1288,top2018,DARK SACRED NIGHT,Michael Connelly,2018,9780316421546,38204677,59873434,Dark Sacred Night,Michael Connelly,2018,86784,isbn,high,,1,16,16,2026-08-05T13:57:21
top2018:233,top2018,A SPARK OF LIGHT,Jodi Picoult,2018,9780345544988,39072210,60625260,A Spark of Light,Jodi Picoult,2018,170214,isbn,high,,3,62,62,2026-08-05T13:57:21
top2018:393,top2018,ALL WE EVER WANTED,Emily Giffin,2018,9780399178924,36344555,58025501,All We Ever Wanted,Emily Giffin,2018,143783,isbn,high,,1,17,17,2026-08-05T13:57:21
top2018:2764,top2018,LOOK ALIVE TWENTY-FIVE,Janet Evanovich,2018,9780399179228,38325516,59980530,Look Alive Twenty-Five,Janet Evanovich,2018,55036,isbn,high,,1,10,10,2026-08-05T13:57:21
top2018:4498,top2018,THE 17TH SUSPECT,James Patterson and Maxine Paetro,2018,,52536710,56552193,The 17th Suspect,James Patterson,2018,41348,title_author,high,,1,1,1,2026-08-05T13:57:21
top2018:5948,top2018,THE OTHER WOMAN,Daniel Silva,2018,9780062834829,36421604,58119745,The Other Woman,Daniel Silva,2018,32071,isbn,high,,1,11,11,2026-08-05T13:57:21
top2018:4321,top2018,STILL ME,Jojo Moyes,2018,9780399562457,41839602,57291583,Still Me,Jojo Moyes,2018,239570,isbn,high,,2,40,40,2026-08-05T13:57:21
top2018:4451,top2018,TARGET: ALEX CROSS,James Patterson,2018,9780316273947,42286254,60192904,Target: Alex Cross,James Patterson,2018,27903,isbn,high,,1,3,3,2026-08-05T13:57:21
top2018:5464,top2018,THE IMMORTALISTS,Chloe Benjamin,2018,9780735213180,30288282,50766250,The Immortalists,Chloe Benjamin,2018,224122,isbn,high,,2,47,47,2026-08-05T13:57:21
top2018:2337,top2018,I'VE GOT MY EYES ON YOU,Mary Higgins Clark,2018,9781501171680,35297310,56664157,I've Got My Eyes on You,Mary Higgins Clark,2018,27525,isbn,high,,1,11,11,2026-08-05T13:57:21
top2019:6303,top2019,THE SILENT PATIENT,Alex Michaelides,2019,9781250301697,40097951,59752778,The Silent Patient,Alex Michaelides,2019,3554703,isbn,high,,3,50,50,2026-08-05T13:57:21
top2019:5265,top2019,THE GIVER OF STARS,Jojo Moyes,2019,0399562486,43925876,68351635,The Giver of Stars,Jojo Moyes,2019,531611,isbn,high,,3,54,54,2026-08-05T13:57:21
top2019:5026,top2019,THE DUTCH HOUSE,Ann Patchett,2019,9780062963673,44318414,68864841,The Dutch House,Ann Patchett,2019,593500,isbn,high,,1,25,25,2026-08-05T13:57:21
top2019:5479,top2019,THE INSTITUTE,Stephen King,2019,9781982110567,43798285,68147322,The Institute,Stephen King,2019,357156,isbn,high,,3,72,72,2026-08-05T13:57:21
top2019:5342,top2019,THE GUARDIANS,John Grisham,2019,9780385544184,43701061,68001983,The Guardians,John Grisham,2019,124403,isbn,high,,1,25,25,2026-08-05T13:57:21
top2019:6489,top2019,THE TESTAMENTS,Margaret Atwood,2019,,42975172,66802198,The Testaments,Margaret Atwood,2019,459415,title_author,high,,2,54,54,2026-08-05T13:57:21
top2019:6649,top2019,THE WATER DANCER,Ta-Nehisi Coates,2019,,43982054,68378686,The Water Dancer,Ta-Nehisi Coates,2019,121254,title_author,high,,2,44,44,2026-08-05T13:57:21
top2019:3349,top2019,"OLIVE, AGAIN",Elizabeth Strout,2019,9780812996548,43984883,66502791,"Olive, Again",Elizabeth Strout,2019,113879,isbn,high,,2,42,42,2026-08-05T13:57:21
top2019:166,top2019,A MINUTE TO MIDNIGHT,David Baldacci,2019,9781538761601,44422464,68804946,A Minute to Midnight,David Baldacci,2019,58027,isbn,high,,1,8,8,2026-08-05T13:57:21
top2019:431,top2019,AN ANONYMOUS GIRL,Greer Hendricks and Sarah Pekkanen,2019,,39863515,61659722,An Anonymous Girl,Greer Hendricks,2019,185088,title_author,high,,2,46,46,2026-08-05T13:57:21
top2019:776,top2019,BLUE MOON,Lee Child,2019,,43903354,67932542,Blue Moon,Lee Child,2019,82713,title_author,high,,1,24,24,2026-08-05T13:57:21
top2019:5880,top2019,THE NICKEL BOYS,Colson Whitehead,2019,9780385537070,42270835,65893762,The Nickel Boys,Colson Whitehead,2019,322486,isbn,high,,3,60,60,2026-08-05T13:57:21
top2019:3743,top2019,REDEMPTION,David Baldacci,2019,9781538761410,41064227,64136783,Redemption,David Baldacci,2019,62622,isbn,high,,1,13,13,2026-08-05T13:57:21
top2019:1067,top2019,CITY OF GIRLS,Elizabeth Gilbert,2019,9781594634734,42135029,65729493,City of Girls,Elizabeth Gilbert,2019,330365,isbn,high,,3,72,72,2026-08-05T13:57:21
top2019:4374,top2019,SUMMER OF '69,Elin Hilderbrand,2019,9780316420013,42283286,66244148,Summer of '69,Elin Hilderbrand,2019,176002,isbn,high,,1,20,20,2026-08-05T13:57:21
top2019:1237,top2019,DAISY JONES & THE SIX,Taylor Jenkins Reid,2019,,248313538,61127102,Daisy Jones and The Six,Taylor Jenkins Reid,2019,1940945,title_author,high,,2,59,53,2026-08-19T23:56:14
top2019:6385,top2019,THE STARLESS SEA,Erin Morgenstern,2019,9780385541213,43575115,66444785,The Starless Sea,Erin Morgenstern,2019,241517,isbn,high,,2,52,52,2026-08-05T13:57:21
top2019:3377,top2019,ONE GOOD DEED,David Baldacci,2019,9781538750568,44016314,68280408,One Good Deed,David Baldacci,2019,56498,isbn,high,,1,13,13,2026-08-05T13:57:21
top2019:7020,top2019,TWISTED TWENTY-SIX,Janet Evanovich,2019,,44906255,69563939,Twisted Twenty-Six,Janet Evanovich,2019,56720,title_author,high,,1,22,22,2026-08-05T13:57:21
top2019:1193,top2019,CRISS CROSS,James Patterson,2019,9780316526883,45287924,68467881,Criss Cross,James Patterson,2019,27608,isbn,high,,1,4,4,2026-08-05T13:57:21
top2019:3286,top2019,NORMAL PEOPLE,Sally Rooney,2019,9781984822178,41057294,59141209,Normal People,Sally Rooney,2018,1976353,isbn,high,,3,68,68,2026-08-05T13:57:21
top2019:3883,top2019,RUN AWAY,Harlan Coben,2019,9781538748466,44781614,58800691,Run Away,Harlan Coben,2019,84412,isbn,high,,1,23,23,2026-08-05T13:57:21
top2019:4499,top2019,THE 18TH ABDUCTION,James Patterson and Maxine Paetro,2019,,40010477,61961463,The 18th Abduction,James Patterson,2019,39541,title_author,high,,1,5,5,2026-08-05T13:57:21
top2019:1683,top2019,EVVIE DRAKE STARTS OVER,Linda Holmes,2019,9780525619246,40514431,62869040,Evvie Drake Starts Over,Linda Holmes,2019,163643,isbn,high,,2,38,38,2026-08-05T13:57:21
top2019:2795,top2019,LOST ROSES,Martha Hall Kelly,2019,9781524796372,40988979,55023202,Lost Roses,Martha Hall Kelly,2019,62128,isbn,high,,1,19,19,2026-08-05T13:57:21
top2019:3115,top2019,MRS. EVERYTHING,Jennifer Weiner,2019,9781501133480,41592780,64930505,Mrs. Everything,Jennifer Weiner,2019,95997,isbn,high,,2,43,43,2026-08-05T13:57:21
top2019:979,top2019,CELTIC EMPIRE,Clive Cussler and Dirk Cussler,2019,,38607766,60217067,Celtic Empire,Clive Cussler,2019,12124,title_author,high,,1,1,1,2026-08-05T13:57:21
top2019:525,top2019,"ASK AGAIN, YES",Mary Beth Keane,2019,9781982106980,42201996,60897878,"Ask Again, Yes",Mary Beth Keane,2019,208210,isbn,high,,3,64,64,2026-08-05T13:57:21
top2019:5609,top2019,THE LAST ROMANTICS,Tara Conklin,2019,9780062358202,35068465,56363927,The Last Romantics,Tara Conklin,2019,49879,isbn,high,,2,38,38,2026-08-05T13:57:21
top2019:5871,top2019,THE NEW GIRL,Daniel Silva,2019,9780062834836,42791437,66551216,The New Girl,Daniel Silva,2019,34953,isbn,high,,1,17,17,2026-08-05T13:57:21
top2020:414,top2020,AMERICAN DIRT,Jeanine Cummins,2020,1250209765,45046527,69749472,American Dirt,Jeanine Cummins,2020,719283,isbn,high,,2,52,52,2026-08-05T13:57:21
top2020:6601,top2020,THE VANISHING HALF,Brit Bennett,2020,,51791252,73423787,The Vanishing Half,Brit Bennett,2020,879854,title_author,high,,3,71,71,2026-08-05T13:57:21
top2020:5345,top2020,THE GUEST LIST,Lucy Foley,2020,9780062868930,52656911,73094861,The Guest List,Lucy Foley,2020,1349403,isbn,high,,3,82,82,2026-08-05T13:57:21
top2020:2357,top2020,IF IT BLEEDS,Stephen King,2020,9781982137977,46015758,70552618,If It Bleeds,Stephen King,2020,134159,isbn,high,,1,25,25,2026-08-05T13:57:21
top2020:911,top2020,CAMINO WINDS,John Grisham,2020,,49123131,74404361,Camino Winds,John Grisham,2020,95800,title_author,high,,1,14,14,2026-08-05T13:57:21
top2020:4361,top2020,SUCH A FUN AGE,Kiley Reid,2020,052554190X,43923951,63995465,Such a Fun Age,Kiley Reid,2019,587530,isbn,high,,1,25,25,2026-08-05T13:57:21
top2020:33,top2020,28 SUMMERS,Elin Hilderbrand,2020,9780316420044,52588078,71307449,28 Summers,Elin Hilderbrand,2020,293536,isbn,high,,3,80,80,2026-08-05T13:57:21
top2020:482,top2020,ANXIOUS PEOPLE,Fredrik Backman,2020,9781501160837,49127718,67840009,Anxious People,Fredrik Backman,2019,870394,isbn,high,,3,77,77,2026-08-05T13:57:21
top2020:693,top2020,BIG SUMMER,Jennifer Weiner,2020,,52755548,73726844,Big Summer,Jennifer Weiner,2020,151587,title_author,high,,1,24,24,2026-08-05T13:57:21
top2020:5075,top2020,THE EVENING AND THE MORNING,Ken Follett,2020,9780525954989,49239093,73816656,The Evening and the Morning,Ken Follett,2020,139283,isbn,high,,1,22,22,2026-08-05T13:57:21
top2020:7161,top2020,WALK THE WIRE,David Baldacci,2020,,52838845,72766935,Walk the Wire,David Baldacci,2020,66893,title_author,high,,1,19,19,2026-08-05T13:57:21
top2020:2978,top2020,MEXICAN GOTHIC,Silvia Moreno-Garcia,2020,0525620788,53152636,229519519,Mexican Gothic,Silvia Moreno-Garcia,2020,461949,isbn,high,,1,24,24,2026-08-05T13:57:21
top2020:4691,top2020,THE BOOK OF TWO WAYS,Jodi Picoult,2020,9781984818355,50265329,75184216,The Book of Two Ways,Jodi Picoult,2020,117470,isbn,high,,3,72,72,2026-08-05T13:57:21
top2020:6126,top2020,THE RETURN,Nicholas Sparks,2020,9781538728574,49405179,74692564,The Return,Nicholas Sparks,2020,109273,isbn,high,,2,23,23,2026-08-05T13:57:21
top2020:1356,top2020,DEAR EDWARD,Ann Napolitano,2020,9781984854780,45294613,70009499,Dear Edward,Ann Napolitano,2020,227178,isbn,high,,2,43,43,2026-08-05T13:57:21
top2020:5804,top2020,THE MIRROR & THE LIGHT,Hilary Mantel,2020,,54860229,18853327,The Mirror & the Light,Hilary Mantel,2020,48789,title_author,high,,3,79,79,2026-08-05T13:57:21
top2020:5938,top2020,THE ORDER,Daniel Silva,2020,9780062834843,48676759,73784177,The Order,Daniel Silva,2020,32950,isbn,high,,1,25,25,2026-08-05T13:57:21
top2020:4710,top2020,THE BOY FROM THE WOODS,Harlan Coben,2020,9781538748145,51204046,196502079,The Boy from the Woods,Harlan Coben,2020,116825,isbn,high,,1,16,16,2026-08-05T13:57:21
top2020:1718,top2020,FAIR WARNING,Michael Connelly,2020,9780316543019,48985654,73339118,Fair Warning,Michael Connelly,2020,55670,title_author,high,,1,16,16,2026-08-05T13:57:21
top2020:2385,top2020,IN FIVE YEARS,Rebecca Serle,2020,9781982137441,50093704,71431652,In Five Years,Rebecca Serle,2020,678559,isbn,high,,1,24,24,2026-08-05T13:57:21
top2020:259,top2020,A TIME FOR MERCY,John Grisham,2020,0385545967,53529219,81396031,A Time for Mercy,John Grisham,2020,100244,isbn,high,,1,23,23,2026-08-05T13:57:21
top2020:740,top2020,BLINDSIDE,James Patterson and James O. Born,2020,,46207650,70013994,Blindside,James Patterson,2020,20709,title_author,high,,1,23,23,2026-08-05T13:57:21
top2020:3176,top2020,NEAR DARK,Brad Thor,2020,9781982104061,48496518,73727816,Near Dark,Brad Thor,2020,16891,isbn,high,,1,8,8,2026-08-05T13:57:21
top2020:6216,top2020,THE SEARCHER,Tana French,2020,9780735224650,52661162,78466518,The Searcher,Tana French,2020,174401,isbn,high,,2,43,43,2026-08-05T13:57:21
top2020:5488,top2020,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,2020,,50623864,46895612,The Invisible Life of Addie LaRue,V.E. Schwab,2020,1610053,title_author,high,,3,78,78,2026-08-05T13:57:21
top2020:6430,top2020,THE SUMMER HOUSE,James Patterson and Brendan DuBois,2020,,52588702,73673841,The Summer House,James Patterson,2020,63200,title_author,high,,1,6,6,2026-08-05T13:57:21
top2020:4687,top2020,THE BOOK OF LONGINGS,Sue Monk Kidd,2020,9780525429760,52698452,73711176,The Book of Longings,Sue Monk Kidd,2009,148303,isbn,medium,year_off(2009vs2020),2,48,48,2026-08-05T13:57:21
top2020:148,top2020,A LONG PETAL OF THE SEA,Isabel Allende,2020,9781984820150,46042377,69307454,A Long Petal of the Sea,Isabel Allende,2019,118296,isbn,high,,1,14,14,2026-08-05T13:57:21
top2020:4688,top2020,THE BOOK OF LOST FRIENDS,Lisa Wingate,2020,9781984819888,53025903,73839603,The Book of Lost Friends,Lisa Wingate,2020,127680,isbn,high,,2,31,31,2026-08-05T13:57:21
top2020:2187,top2020,HIDEAWAY,Nora Roberts,2020,9781250207104,51172162,70507887,Hideaway,Nora Roberts,2020,53356,isbn,high,,1,12,12,2026-08-05T13:57:21
top2021:THE LAST THING HE TOLD ME|Laura Dave,top2021,THE LAST THING HE TOLD ME,Laura Dave,2021,9781501171345,54981009,85761718,The Last Thing He Told Me,Laura Dave,2021,1204888,isbn,high,,3,52,52,2026-08-06T21:05:04
top2021:THE LINCOLN HIGHWAY|Amor Towles,top2021,THE LINCOLN HIGHWAY,Amor Towles,2021,9780735222359,57109107,89372632,The Lincoln Highway,Amor Towles,2021,324783,isbn,high,,3,58,58,2026-08-06T21:05:04
top2021:THE FOUR WINDS|Kristin Hannah,top2021,THE FOUR WINDS,Kristin Hannah,2021,9781250178602,53138081,79888572,The Four Winds,Kristin Hannah,2021,1077307,isbn,high,,1,25,25,2026-08-06T21:05:04
top2021:CLOUD CUCKOO LAND|Anthony Doerr,top2021,CLOUD CUCKOO LAND,Anthony Doerr,2021,9781982168438,56783258,88757679,Cloud Cuckoo Land,Anthony Doerr,2021,282927,isbn,high,,3,69,69,2026-08-06T21:05:04
top2021:BILLY SUMMERS|Stephen King,top2021,BILLY SUMMERS,Stephen King,2021,9781982173616,56852407,88930370,Billy Summers,Stephen King,2021,201255,isbn,high,,2,44,44,2026-08-06T21:05:04
top2021:THE JUDGE'S LIST|John Grisham,top2021,THE JUDGE'S LIST,John Grisham,2021,9780385546027,57865158,90580510,The Judge's List,John Grisham,2021,124469,isbn,high,,1,22,22,2026-08-06T21:05:04
top2021:THE STRANGER IN THE LIFEBOAT|Mitch Albom,top2021,THE STRANGER IN THE LIFEBOAT,Mitch Albom,2021,9780062888341,56922594,89019212,The Stranger in the Lifeboat,Mitch Albom,2021,124626,isbn,high,,1,22,22,2026-08-06T21:05:04
top2021:THE WISH|Nicholas Sparks,top2021,THE WISH,Nicholas Sparks,2021,9781538728628,56625098,89665142,The Wish,Nicholas Sparks,2021,200212,isbn,high,,3,48,48,2026-08-06T21:05:04
top2021:PROJECT HAIL MARY|Andy Weir,top2021,PROJECT HAIL MARY,Andy Weir,2021,9780593135204,54493401,79106958,Project Hail Mary,Andy Weir,2021,1798236,isbn,high,,3,79,79,2026-08-06T21:05:04
top2021:MALIBU RISING|Taylor Jenkins Reid,top2021,MALIBU RISING,Taylor Jenkins Reid,2021,9781524798659,55404546,74581401,Malibu Rising,Taylor Jenkins Reid,2021,1358550,isbn,high,,3,69,69,2026-08-06T21:05:04
top2021:THE HILL WE CLIMB|Amanda Gorman,top2021,THE HILL WE CLIMB,Amanda Gorman,2021,9780593465271,56914101,90207932,The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,2021,36166,isbn,high,,1,16,16,2026-08-06T21:05:04
top2021:THE PRESIDENT'S DAUGHTER|James Patterson and Bill Clint,top2021,THE PRESIDENT'S DAUGHTER,James Patterson and Bill Clinton,2021,9780316540711,53402402,82566564,The President's Daughter,Bill Clinton,2021,54915,isbn,high,,1,12,12,2026-08-06T21:05:04
top2021:WISH YOU WERE HERE|Jodi Picoult,top2021,WISH YOU WERE HERE,Jodi Picoult,2021,9781984818416,57701764,90948637,Wish You Were Here,Jodi Picoult,2021,303696,isbn,high,,3,63,63,2026-08-06T21:05:04
top2021:SOOLEY|John Grisham,top2021,SOOLEY,John Grisham,2021,9780385547680,56844943,88860523,Sooley,John Grisham,2021,68607,isbn,high,,1,5,5,2026-08-06T21:05:04
top2021:THE PAPER PALACE|Miranda Cowley Heller,top2021,THE PAPER PALACE,Miranda Cowley Heller,2021,9780593329825,55994372,75853893,The Paper Palace,Miranda Cowley Heller,2021,418739,isbn,high,,2,47,47,2026-08-06T21:05:04
top2021:GOLDEN GIRL|Elin Hilderbrand,top2021,GOLDEN GIRL,Elin Hilderbrand,2021,9780316420082,55643278,85907561,Golden Girl,Elin Hilderbrand,2021,187118,isbn,high,,1,20,20,2026-08-06T21:05:04
