sample_id,stratum,source,post45_title_id,title,author,year,first_week,isbn,oclc,best_rank,weeks_on_list
top2004:3908,top2004,post45_topn,3908,SAM'S LETTERS TO JENNIFER,James Patterson,2004,2004-07-18,0316710571,56794435.0,1,12
top2005:4729,top2005,post45_topn,4729,THE BROKER,John Grisham,2005,2005-01-30,0385510454,57236073.0,1,14
top2005:4206,top2005,post45_topn,4206,SON OF A WITCH,Gregory Maguire,2005,2005-10-16,0060548932,60359529.0,2,14
top2005:3593,top2005,post45_topn,3593,PREDATOR,Patricia Cornwell,2005,2005-11-13,0399152830,61200772.0,1,12
top2005:4751,top2005,post45_topn,4751,THE CAMEL CLUB,David Baldacci,2005,2005-11-13,0446577383,60557367.0,3,12
top2005:1045,top2005,post45_topn,1045,CHRIST THE LORD: OUT OF EGYPT,Anne Rice,2005,2005-11-20,0375412018,58843312.0,4,12
top2006:7186,top2006,post45_topn,7186,WATER FOR ELEPHANTS,Sara Gruen,2006,2006-06-25,,61362217.0,7,12
top2006:1357,top2006,post45_topn,1357,DEAR JOHN,Nicholas Sparks,2006,2006-11-26,0446528056,70167742.0,1,11
top2006:4505,top2006,post45_topn,4505,THE 5TH HORSEMAN,James Patterson and Maxine Paetro,2006,2006-03-05,,,1,11
top2006:2519,top2006,post45_topn,2519,JUDGE & JURY,James Patterson and Andrew Gross,2006,2006-08-20,,,1,10
top2006:7008,top2006,post45_topn,7008,TWELVE SHARP,Janet Evanovich,2006,2006-07-09,,70078334.0,1,10
top2007:4821,top2007,post45_topn,4821,THE CHILDREN OF HÚRIN,J. R. R. Tolkien,2007,2007-05-06,9780618894642,78790549.0,1,13
top2007:1506,top2007,post45_topn,1506,DOUBLE CROSS,James Patterson,2007,2007-12-02,9780316015059,128237623.0,1,12
top2007:4327,top2007,post45_topn,4327,STONE COLD,David Baldacci,2007,2007-11-25,9780446577397,153772808.0,1,12
top2007:6087,top2007,post45_topn,6087,THE QUICKIE,James Patterson and Michael Ledwidge,2007,2007-07-22,,,1,12
top2007:4316,top2007,post45_topn,4316,STEP ON A CRACK,James Patterson and Michael Ledwidge,2007,2007-02-25,9780316013949,731391457.0,1,11
top2008:2818,top2008,post45_topn,2818,LOVE THE ONE YOU’RE WITH,Emily Giffin,2008,2008-06-01,,,2,14
top2008:4835,top2008,post45_topn,4835,THE CHRISTMAS SWEATER,Glenn Beck with Kevin Balfe and Jason Wright,2008,2008-11-30,,,1,13
top2008:5420,top2008,post45_topn,5420,THE HOUR I FIRST BELIEVED,Wally Lamb,2008,2008-11-30,9780060393496,213854514.0,4,12
top2008:1198,top2008,post45_topn,1198,CROSS COUNTRY,James Patterson,2008,2008-12-07,9780316018722,225870340.0,1,11
top2008:3947,top2008,post45_topn,3947,SCARPETTA,Patricia Cornwell,2008,2008-12-21,0399152199,55044519.0,1,11
top2009:4576,top2009,post45_topn,4576,THE ASSOCIATE,John Grisham,2009,2009-02-15,9780385517836,232980206.0,1,14
top2009:2340,top2009,post45_topn,2340,"I, ALEX CROSS",James Patterson,2009,2009-12-06,0316159794,67375102.0,1,13
top2009:2091,top2009,post45_topn,2091,HANDLE WITH CARE,Jodi Picoult,2009,2009-03-22,9780743296410,232979134.0,1,10
top2009:3665,top2009,post45_topn,3665,PURSUIT OF HONOR,Vince Flynn,2009,2009-11-01,9781416595168,456977533.0,2,10
top2009:4045,top2009,post45_topn,4045,SHANGHAI GIRLS,Lisa See,2009,2009-06-14,9781400067114,276228926.0,4,10
top2010:1728,top2010,post45_topn,1728,FALL OF GIANTS,Ken Follett,2010,2010-10-17,9780525951650,462899076.0,1,14
top2010:4272,top2010,post45_topn,4272,SQUIRREL SEEKS CHIPMUNK,David Sedaris,2010,2010-10-17,9780316038393,548642157.0,5,13
top2010:1335,top2010,post45_topn,1335,DEAD OR ALIVE,Tom Clancy with Grant Blackwood,2010,2010-12-26,,,1,12
top2010:1199,top2010,post45_topn,1199,CROSS FIRE,James Patterson,2010,2010-12-05,9780316036177,490809825.0,1,10
top2010:1330,top2010,post45_topn,1330,DEAD IN THE FAMILY,Charlaine Harris,2010,2010-05-23,9780441018642,457151413.0,1,10
top2011:4311,top2011,post45_topn,4311,STATE OF WONDER,Ann Patchett,2011,2011-06-26,0062049801,649701863.0,3,15
top2011:1365,top2011,post45_topn,1365,DEATH COMES TO PEMBERLEY,P. D. James,2011,2011-12-25,9780307959850,769623772.0,3,13
top2011:5571,top2011,post45_topn,5571,THE LAND OF PAINTED CAVES,Jean M. Auel,2011,2011-04-17,9780517580516,636565825.0,1,11
top2011:1336,top2011,post45_topn,1336,DEAD RECKONING,Charlaine Harris,2011,2011-05-22,9780441020317,679931000.0,1,10
top2011:2552,top2011,post45_topn,2552,KILL ALEX CROSS,James Patterson,2011,2011-12-04,9780316198738,707967708.0,1,9
top2012:7323,top2012,post45_topn,7323,WINTER OF THE WORLD,Ken Follett,2012,2012-10-07,,757471420.0,1,14
top2012:5475,top2012,post45_topn,5475,THE INNOCENT,David Baldacci,2012,2012-05-06,9780446572996,756585752.0,1,12
top2012:6166,top2012,post45_topn,6166,THE ROUND HOUSE,Louise Erdrich,2012,2012-10-21,9780062065247,778314690.0,12,12
top2012:1202,top2012,post45_topn,1202,CROSS ROADS,Wm. Paul Young,2012,2012-12-02,,,6,11
top2012:2555,top2012,post45_topn,2555,KILL SHOT,Vince Flynn,2012,2012-02-26,9781416595205,747819325.0,1,10
top2013:1483,top2013,post45_topn,1483,DOCTOR SLEEP,Stephen King,2013,2013-10-13,1476727651,793575424.0,1,21
top2013:5695,top2013,post45_topn,5695,THE LONGEST RIDE,Nicholas Sparks,2013,2013-10-06,9781455520657,829744527.0,1,16
top2013:5154,top2013,post45_topn,5154,THE FIRST PHONE CALL FROM HEAVEN,Mitch Albom,2013,2013-12-01,0062294377,851566394.0,1,15
top2013:163,top2013,post45_topn,163,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,2013,2013-01-27,,,1,12
top2013:4914,top2013,post45_topn,4914,THE CUCKOO'S CALLING,Robert Galbraith,2013,2013-08-04,9780316206846,819383765.0,1,11
top2014:4204,top2014,post45_topn,4204,SOMEWHERE SAFE WITH SOMEBODY GOOD,Jan Karon,2014,2014-09-21,9780399167447,870098164.0,2,15
top2014:5071,top2014,post45_topn,5071,THE ESCAPE,David Baldacci,2014,2014-12-07,9781455521197,872420678.0,1,13
top2014:2662,top2014,post45_topn,2662,LEAVING TIME,Jodi Picoult,2014,2014-11-02,9780345544926,884139270.0,1,12
top2014:4696,top2014,post45_topn,4696,THE BOSTON GIRL,Anita Diamant,2014,2014-12-28,1439199353,884882199.0,6,12
top2014:2250,top2014,post45_topn,2250,HOPE TO DIE,James Patterson,2014,2014-12-14,9780316210966,872420262.0,1,11
top2015:3992,top2015,post45_topn,3992,SEE ME,Nicholas Sparks,2015,2015-11-01,9781455520619,907096993.0,1,18
top2015:2844,top2015,post45_topn,2844,LUCKIEST GIRL ALIVE,Jessica Knoll,2015,2015-05-31,9781476789637,883147884.0,7,16
top2015:234,top2015,post45_topn,234,A SPOOL OF BLUE THREAD,Anne Tyler,2015,2015-03-01,9781101874271,897346174.0,3,13
top2015:4598,top2015,post45_topn,4598,THE BAZAAR OF BAD DREAMS,Stephen King,2015,2015-11-22,9781501111679,911135109.0,1,11
top2015:5250,top2015,post45_topn,5250,THE GIRL IN THE SPIDER'S WEB,David Lagercrantz,2015,2015-09-27,9780385354288,922639657.0,2,11
