sample_id,stratum,source,post45_title_id,title,author,year,first_week,isbn,oclc,best_rank,weeks_on_list
top2013:5300,top2013,post45_topn,5300,THE GOLDFINCH,Donna Tartt,2013,2013-11-10,9780316055437,855491725.0,1,60
top2013:2418,top2013,post45_topn,2418,INFERNO,Dan Brown,2013,2013-06-02,9780385537858,824345998.0,1,29
top2013:5452,top2013,post45_topn,5452,THE HUSBAND'S SECRET,Liane Moriarty,2013,2013-08-25,9780399159343,835611284.0,9,26
top2013:455,top2013,post45_topn,455,AND THE MOUNTAINS ECHOED,Khaled Hosseini,2013,2013-06-09,9781594631764,829999614.0,2,24
top2013:4426,top2013,post45_topn,4426,SYCAMORE ROW,John Grisham,2013,2013-11-10,9780385537131,844752219.0,1,22
top2014:381,top2014,post45_topn,381,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,2014,2014-05-25,9781476746586,852226410.0,1,132
top2014:5485,top2014,post45_topn,5485,THE INVENTION OF WINGS,Sue Monk Kidd,2014,2014-01-26,9780670024780,849719161.0,1,27
top2014:2048,top2014,post45_topn,2048,GRAY MOUNTAIN,John Grisham,2014,2014-11-09,9780385537148,877911289.0,1,20
top2014:1609,top2014,post45_topn,1609,EDGE OF ETERNITY,Ken Follett,2014,2014-10-05,9780525953098,860755389.0,1,15
top2014:691,top2014,post45_topn,691,BIG LITTLE LIES,Liane Moriarty,2014,2014-08-17,,881453612.0,1,15
top2015:5895,top2015,post45_topn,5895,THE NIGHTINGALE,Kristin Hannah,2015,2015-02-22,9780312577223,892304693.0,3,80
top2015:5251,top2015,post45_topn,5251,THE GIRL ON THE TRAIN,Paula Hawkins,2015,2015-02-01,9781594633669,886879900.0,1,77
top2015:2000,top2015,post45_topn,2000,GO SET A WATCHMAN,Harper Lee,2015,2015-08-02,9780062409850,902725212.0,1,33
top2015:330,top2015,post45_topn,330,AFTER YOU,Jojo Moyes,2015,2015-10-18,9780525426592,926051462.0,3,20
top2015:3851,top2015,post45_topn,3851,ROGUE LAWYER,John Grisham,2015,2015-11-08,9780385539432,913098460.0,1,19
top2016:116,top2016,post45_topn,116,A GENTLEMAN IN MOSCOW,Amor Towles,2016,2016-09-25,9780670026197,944380324.0,6,59
top2016:6581,top2016,post45_topn,6581,THE UNDERGROUND RAILROAD,Colson Whitehead,2016,2016-08-21,,933420484.0,1,37
top2016:4157,top2016,post45_topn,4157,SMALL GREAT THINGS,Jodi Picoult,2016,2016-10-30,9780345544957,952139156.0,1,23
top2016:6678,top2016,post45_topn,6678,THE WHISTLER,John Grisham,2016,2016-11-13,,940933213.0,1,22
top2016:7022,top2016,post45_topn,7022,TWO BY TWO,Nicholas Sparks,2016,2016-10-23,,948339462.0,1,21
