sample_id,stratum,title,author,year,isbn,gr_book_id,gr_work_id,gr_title,gr_author,gr_year,gr_ratings,resolve_method,resolve_confidence,resolve_notes,pages_fetched,quotes_raw,quotes_dedup,fetched_at
b0283,2000-2009,ME & EMMA,Elizabeth Flock,2005,,80534,600345,Me & Emma,Elizabeth Flock,2005,22367,title_author,high,,1,2,2,2026-08-03T20:10:56
b0284,2000-2009,THE EYRE AFFAIR,Jasper Fforde,2002,0670030643,27003,3436605,The Eyre Affair,Jasper Fforde,2001,138904,isbn,high,,3,75,75,2026-08-03T20:10:56
b0321,2010-2015,DELICIOUS!,Ruth Reichl,2014,9781400069620,18167006,25533215,Delicious!,Ruth Reichl,2014,37281,isbn,high,,1,26,26,2026-08-03T20:10:56
b0322,2010-2015,POOR LITTLE BITCH GIRL,Jackie Collins,2010,9780312567453,6791610,6995719,Poor Little Bitch Girl,Jackie Collins,2010,8641,isbn,high,,0,0,0,2026-08-03T20:10:56
b0362,2016,RUSHING WATERS,Danielle Steel,2016,9780345531094,28242892,48277009,Rushing Waters,Danielle Steel,2016,12512,isbn,high,,1,2,2,2026-08-03T20:10:56
b0363,2016,THE WATERS OF ETERNAL YOUTH,Donna Leon,2016,,25786897,45637412,The Waters of Eternal Youth,Donna Leon,2016,11189,title_author,high,,1,7,7,2026-08-03T20:10:56
b0401,2017,THE MINISTRY OF UTMOST HAPPINESS,Arundhati Roy,2017,9781524733155,32388712,53001637,The Ministry of Utmost Happiness,Arundhati Roy,2017,40296,isbn,high,,3,73,73,2026-08-03T20:10:56
b0402,2017,PARADISE VALLEY,C J. Box,2017,9781250051042,31450664,52153542,Paradise Valley,C.J. Box,2017,16959,isbn,high,,1,1,1,2026-08-03T20:10:56
b0441,2018,THE FORBIDDEN DOOR,Dean Koontz,2018,9780525483700,38919694,60488043,The Forbidden Door,Dean Koontz,2018,13226,isbn,high,,1,19,19,2026-08-03T20:10:56
b0442,2018,US AGAINST YOU,Fredrik Backman,2018,,36373463,56772779,Us Against You,Fredrik Backman,2017,278955,title_author,high,,2,54,54,2026-08-03T20:10:56
b0481,2019,KILLER INSTINCT,James Patterson and Howard Roughan,2019,,,,,,,0,failed,review,no_candidate,0,0,0,2026-08-03T20:10:56
b0482,2019,RUN AWAY,Harlan Coben,2019,9781538748466,44781614,58800691,Run Away,Harlan Coben,2019,84412,isbn,high,,1,23,23,2026-08-03T20:10:56
b0521,2020,WRITERS & LOVERS,Lily King,2020,,45289222,70005226,Writers & Lovers,Lily King,2020,227924,title_author,high,,3,65,65,2026-08-03T20:10:56
b0522,2020,ALL THE DEVILS ARE HERE,Louise Penny,2020,9781250145239,49127539,74580851,All the Devils Are Here,Louise Penny,2020,85440,isbn,high,,1,21,21,2026-08-03T20:10:56
